index,longitude,latitude,speed,direction
105,-122.09095,37.37642,1,45
106,-122.09088,37.37642,1,45
107,-122.09078,37.37643,1,45
108,-122.09072,37.37643,1,45
109,-122.09067,37.37643,1,45
110,-122.09063,37.37643,1,45
111,-122.09057,37.37643,1,45
112,-122.09051,37.37642,1,45
113,-122.09045,37.37642,1,45
114,-122.0904,37.37642,1,45
115,-122.09035,37.37643,1,45
116,-122.0903,37.37643,1,45
117,-122.09024,37.37643,1,45
118,-122.09019,37.37643,1,45
119,-122.09014,37.37643,1,45
120,-122.09008,37.37643,1,45
121,-122.09003,37.37642,1,45
122,-122.08998,37.37642,1,45
123,-122.08993,37.37642,1,45
124,-122.08988,37.37642,1,45
125,-122.08983,37.37643,1,45
126,-122.08978,37.37643,1,45
127,-122.08974,37.37643,1,45
128,-122.08969,37.37643,1,45
129,-122.08964,37.37643,1,45
130,-122.0896,37.37643,1,45
131,-122.08955,37.37643,1,45
132,-122.0895,37.37643,1,45
133,-122.08945,37.37643,1,45
134,-122.0894,37.37643,1,45
135,-122.08936,37.37643,1,45
136,-122.08931,37.37643,1,45
137,-122.08927,37.37643,1,45
138,-122.08922,37.37644,1,45
139,-122.08918,37.37643,1,45
140,-122.08913,37.37643,1,45
141,-122.08908,37.37643,1,45
142,-122.08903,37.37643,1,45
143,-122.08898,37.37642,1,45
144,-122.08892,37.37642,1,45
145,-122.08887,37.37641,1,45
146,-122.08881,37.37641,1,45
147,-122.08876,37.37641,1,45
148,-122.0887,37.37641,1,45
149,-122.08865,37.37641,1,45
150,-122.0886,37.37641,1,45
151,-122.08855,37.37642,1,45
152,-122.0885,37.37642,1,45
153,-122.08845,37.37642,1,45
154,-122.08841,37.37642,1,45
155,-122.08837,37.37643,1,45
156,-122.08834,37.37643,1,45
157,-122.0883,37.37643,1,45
158,-122.08826,37.37642,1,45
159,-122.08822,37.37641,1,45
160,-122.08818,37.37639,1,45
161,-122.08813,37.37637,1,45
162,-122.0881,37.37634,1,45
163,-122.08807,37.3763,1,45
164,-122.08806,37.37627,1,45
165,-122.08805,37.37623,1,45
166,-122.08804,37.37619,1,45
167,-122.08803,37.37616,1,45
168,-122.08803,37.37611,1,45
169,-122.08803,37.37607,1,45
170,-122.08802,37.37603,1,45
171,-122.08802,37.37599,1,45
172,-122.08802,37.37595,1,45
173,-122.08802,37.37591,1,45
174,-122.08802,37.37587,1,45
175,-122.08801,37.37584,1,45
176,-122.08801,37.3758,1,45
177,-122.088,37.37577,1,45
178,-122.088,37.37573,1,45
179,-122.088,37.3757,1,45
180,-122.08799,37.37566,1,45
181,-122.08799,37.37562,1,45
182,-122.08799,37.37557,1,45
183,-122.08799,37.37551,1,45
184,-122.08799,37.37547,1,45
185,-122.08799,37.37544,1,45
186,-122.08799,37.3754,1,45
187,-122.08799,37.37535,1,45
188,-122.08798,37.37532,1,45
189,-122.08798,37.37526,1,45
190,-122.08798,37.3752,1,45
191,-122.08798,37.37516,1,45
192,-122.08798,37.37512,1,45
193,-122.08798,37.37508,1,45
194,-122.08798,37.37504,1,45
195,-122.08798,37.375,1,45
196,-122.08798,37.37496,1,45
197,-122.08798,37.37492,1,45
198,-122.08798,37.37489,1,45
199,-122.08798,37.37483,1,45
200,-122.08797,37.37478,1,45
201,-122.08797,37.37474,1,45
202,-122.08797,37.37471,1,45
203,-122.08798,37.37467,1,45
204,-122.08798,37.37461,1,45
205,-122.08799,37.37457,1,45
206,-122.08799,37.37452,1,45
207,-122.08799,37.3745,1,45
208,-122.08799,37.37446,1,45
209,-122.08799,37.37441,1,45
210,-122.08799,37.37438,1,45
211,-122.088,37.37432,1,45
212,-122.08802,37.37426,1,45
213,-122.08804,37.37421,1,45
214,-122.08811,37.37417,1,45
215,-122.08817,37.37415,1,45
216,-122.08823,37.37415,1,45
217,-122.08827,37.37414,1,45
218,-122.08831,37.37414,1,45
219,-122.08838,37.37414,1,45
220,-122.08844,37.37414,1,45
221,-122.08854,37.37413,1,45
222,-122.08859,37.37413,1,45
223,-122.08868,37.37412,1,45
224,-122.08873,37.37412,1,45
225,-122.08883,37.37412,1,45
226,-122.08888,37.37412,1,45
227,-122.08897,37.37412,1,45
228,-122.08903,37.37412,1,45
229,-122.0891,37.37412,1,45
230,-122.08919,37.37413,1,45
231,-122.08923,37.37413,1,45
232,-122.08927,37.37414,1,45
233,-122.08931,37.37414,1,45
234,-122.08935,37.37414,1,45
235,-122.08938,37.37415,1,45
236,-122.08947,37.37415,1,45
237,-122.08948,37.37415,1,45
238,-122.08948,37.37416,1,45
239,-122.08949,37.37416,1,45
240,-122.08949,37.37415,1,45
241,-122.08949,37.37414,1,45
242,-122.08949,37.37414,1,45
243,-122.08947,37.37413,1,45
244,-122.08944,37.37412,1,45
245,-122.08944,37.37412,1,45
246,-122.08944,37.37412,1,45
247,-122.08945,37.37413,1,45
248,-122.08945,37.37414,1,45
249,-122.08945,37.37415,1,45
250,-122.08944,37.37415,1,45
251,-122.08942,37.37416,1,45
252,-122.08941,37.37416,1,45
253,-122.08941,37.37417,1,45
254,-122.08941,37.37418,1,45
255,-122.08941,37.37419,1,45
256,-122.08942,37.37419,1,45
257,-122.08943,37.3742,1,45
258,-122.08944,37.37421,1,45
259,-122.08944,37.37421,1,45
260,-122.08944,37.37421,1,45
261,-122.08943,37.37422,1,45
262,-122.08943,37.37422,1,45
263,-122.08944,37.37422,1,45
264,-122.08945,37.37422,1,45
265,-122.08946,37.37422,1,45
266,-122.08946,37.37423,1,45
267,-122.08947,37.37423,1,45
268,-122.08946,37.37423,1,45
269,-122.08945,37.37423,1,45
270,-122.08945,37.37423,1,45
271,-122.08942,37.37422,1,45
272,-122.08941,37.37422,1,45
273,-122.08941,37.37422,1,45
274,-122.0894,37.37422,1,45
275,-122.0894,37.37423,1,45
276,-122.0894,37.37423,1,45
277,-122.0894,37.37424,1,45
278,-122.08941,37.37424,1,45
279,-122.0894,37.37424,1,45
280,-122.0894,37.37425,1,45
281,-122.08941,37.37425,1,45
282,-122.08941,37.37426,1,45
283,-122.08942,37.37426,1,45
284,-122.08942,37.37426,1,45
285,-122.08943,37.37426,1,45
286,-122.08943,37.37427,1,45
287,-122.08944,37.37428,1,45
288,-122.08944,37.37427,1,45
289,-122.08944,37.37427,1,45
290,-122.08945,37.37425,1,45
291,-122.08946,37.37424,1,45
